idExperiment;op1;op2;repetitions;randomRange;floatingNumbers;randomStrategy;result
1321;(x * y) * z;x * (y * z);100;100;0;1;0.69
1322;(x * y) * z;x * (y * z);100;100;0;2;0.68
1323;(x * y) * z;x * (y * z);100;100;1;0;0.72
1324;(x * y) * z;x * (y * z);100;100;1;1;0.65
1325;(x * y) * z;x * (y * z);100;100;1;2;0.63
1326;(x * y) * z;x * (y * z);100;100;2;0;0.67
1327;(x * y) * z;x * (y * z);100;100;2;1;0.65
1328;(x * y) * z;x * (y * z);100;100;2;2;0.7
1329;(x * y) * z;x * (y * z);100;100;5;0;0.6
1330;(x * y) * z;x * (y * z);100;100;5;1;0.7
1331;(x * y) * z;x * (y * z);100;100;5;2;0.61
1332;(x * y) * z;x * (y * z);100;100;50;0;0.57
1333;(x * y) * z;x * (y * z);100;100;50;1;0.67
1334;(x * y) * z;x * (y * z);100;100;50;2;0.66
1335;(x * y) * z;x * (y * z);100;10000;0;0;0.67
1336;(x * y) * z;x * (y * z);100;10000;0;1;0.62
1337;(x * y) * z;x * (y * z);100;10000;0;2;0.63
1338;(x * y) * z;x * (y * z);100;10000;1;0;0.65
1339;(x * y) * z;x * (y * z);100;10000;1;1;0.68
1340;(x * y) * z;x * (y * z);100;10000;1;2;0.68
1341;(x * y) * z;x * (y * z);100;10000;2;0;0.72
1342;(x * y) * z;x * (y * z);100;10000;2;1;0.66
1343;(x * y) * z;x * (y * z);100;10000;2;2;0.63
1344;(x * y) * z;x * (y * z);100;10000;5;0;0.72
1345;(x * y) * z;x * (y * z);100;10000;5;1;0.68
1346;(x * y) * z;x * (y * z);100;10000;5;2;0.67
1347;(x * y) * z;x * (y * z);100;10000;50;0;0.65
1348;(x * y) * z;x * (y * z);100;10000;50;1;0.72
1349;(x * y) * z;x * (y * z);100;10000;50;2;0.57
1350;(x * y) * z;x * (y * z);100;1000000;0;0;0.67
1351;(x * y) * z;x * (y * z);100;1000000;0;1;0.65
1352;(x * y) * z;x * (y * z);100;1000000;0;2;0.65
1353;(x * y) * z;x * (y * z);100;1000000;1;0;0.66
1354;(x * y) * z;x * (y * z);100;1000000;1;1;0.69
1355;(x * y) * z;x * (y * z);100;1000000;1;2;0.72
1356;(x * y) * z;x * (y * z);100;1000000;2;0;0.67
1357;(x * y) * z;x * (y * z);100;1000000;2;1;0.71
1358;(x * y) * z;x * (y * z);100;1000000;2;2;0.66
1359;(x * y) * z;x * (y * z);100;1000000;5;0;0.59
1360;(x * y) * z;x * (y * z);100;1000000;5;1;0.67
1361;(x * y) * z;x * (y * z);100;1000000;5;2;0.68
1362;(x * y) * z;x * (y * z);100;1000000;50;0;0.63
1363;(x * y) * z;x * (y * z);100;1000000;50;1;0.73
1364;(x * y) * z;x * (y * z);100;1000000;50;2;0.65
1365;(x * y) * z;x * (y * z);1000;1;0;0;0.942
1366;(x * y) * z;x * (y * z);1000;1;0;1;0.911
1367;(x * y) * z;x * (y * z);1000;1;0;2;0.638
1368;(x * y) * z;x * (y * z);1000;1;1;0;0.975
1369;(x * y) * z;x * (y * z);1000;1;1;1;0.86
1370;(x * y) * z;x * (y * z);1000;1;1;2;0.806
1371;(x * y) * z;x * (y * z);1000;1;2;0;0.958
1372;(x * y) * z;x * (y * z);1000;1;2;1;0.861
1373;(x * y) * z;x * (y * z);1000;1;2;2;0.655
1374;(x * y) * z;x * (y * z);1000;1;5;0;0.956
1375;(x * y) * z;x * (y * z);1000;1;5;1;0.848
1376;(x * y) * z;x * (y * z);1000;1;5;2;0.643
1377;(x * y) * z;x * (y * z);1000;1;50;0;0.963
1378;(x * y) * z;x * (y * z);1000;1;50;1;0.925
1379;(x * y) * z;x * (y * z);1000;1;50;2;0.623
1380;(x * y) * z;x * (y * z);1000;3;0;0;0.858
1381;(x * y) * z;x * (y * z);1000;3;0;1;0.832
1382;(x * y) * z;x * (y * z);1000;3;0;2;0.644
1383;(x * y) * z;x * (y * z);1000;3;1;0;0.918
1384;(x * y) * z;x * (y * z);1000;3;1;1;0.77
1385;(x * y) * z;x * (y * z);1000;3;1;2;0.758
1386;(x * y) * z;x * (y * z);1000;3;2;0;0.846
1387;(x * y) * z;x * (y * z);1000;3;2;1;0.752
1388;(x * y) * z;x * (y * z);1000;3;2;2;0.637
1389;(x * y) * z;x * (y * z);1000;3;5;0;0.833
1390;(x * y) * z;x * (y * z);1000;3;5;1;0.773
1391;(x * y) * z;x * (y * z);1000;3;5;2;0.628
1392;(x * y) * z;x * (y * z);1000;3;50;0;0.844
1393;(x * y) * z;x * (y * z);1000;3;50;1;0.837
1394;(x * y) * z;x * (y * z);1000;3;50;2;0.641
1395;(x * y) * z;x * (y * z);1000;5;0;0;0.81
1396;(x * y) * z;x * (y * z);1000;5;0;1;0.767
1397;(x * y) * z;x * (y * z);1000;5;0;2;0.638
1398;(x * y) * z;x * (y * z);1000;5;1;0;0.878
1399;(x * y) * z;x * (y * z);1000;5;1;1;0.742
1400;(x * y) * z;x * (y * z);1000;5;1;2;0.736
1401;(x * y) * z;x * (y * z);1000;5;2;0;0.803
1402;(x * y) * z;x * (y * z);1000;5;2;1;0.751
1403;(x * y) * z;x * (y * z);1000;5;2;2;0.66
1404;(x * y) * z;x * (y * z);1000;5;5;0;0.791
1405;(x * y) * z;x * (y * z);1000;5;5;1;0.727
1406;(x * y) * z;x * (y * z);1000;5;5;2;0.628
1407;(x * y) * z;x * (y * z);1000;5;50;0;0.806
1408;(x * y) * z;x * (y * z);1000;5;50;1;0.78
1409;(x * y) * z;x * (y * z);1000;5;50;2;0.625
1410;(x * y) * z;x * (y * z);1000;10;0;0;0.732
1411;(x * y) * z;x * (y * z);1000;10;0;1;0.73
1412;(x * y) * z;x * (y * z);1000;10;0;2;0.658
1413;(x * y) * z;x * (y * z);1000;10;1;0;0.813
1414;(x * y) * z;x * (y * z);1000;10;1;1;0.705
1415;(x * y) * z;x * (y * z);1000;10;1;2;0.692
1416;(x * y) * z;x * (y * z);1000;10;2;0;0.751
1417;(x * y) * z;x * (y * z);1000;10;2;1;0.702
1418;(x * y) * z;x * (y * z);1000;10;2;2;0.652
1419;(x * y) * z;x * (y * z);1000;10;5;0;0.706
1420;(x * y) * z;x * (y * z);1000;10;5;1;0.705
1421;(x * y) * z;x * (y * z);1000;10;5;2;0.638
1422;(x * y) * z;x * (y * z);1000;10;50;0;0.725
1423;(x * y) * z;x * (y * z);1000;10;50;1;0.706
1424;(x * y) * z;x * (y * z);1000;10;50;2;0.635
1425;(x * y) * z;x * (y * z);1000;100;0;0;0.687
1426;(x * y) * z;x * (y * z);1000;100;0;1;0.642
1427;(x * y) * z;x * (y * z);1000;100;0;2;0.649
1428;(x * y) * z;x * (y * z);1000;100;1;0;0.679
1429;(x * y) * z;x * (y * z);1000;100;1;1;0.66
1430;(x * y) * z;x * (y * z);1000;100;1;2;0.664
1431;(x * y) * z;x * (y * z);1000;100;2;0;0.68
1432;(x * y) * z;x * (y * z);1000;100;2;1;0.673
1433;(x * y) * z;x * (y * z);1000;100;2;2;0.658
1434;(x * y) * z;x * (y * z);1000;100;5;0;0.672
1435;(x * y) * z;x * (y * z);1000;100;5;1;0.685
1436;(x * y) * z;x * (y * z);1000;100;5;2;0.663
1437;(x * y) * z;x * (y * z);1000;100;50;0;0.651
1438;(x * y) * z;x * (y * z);1000;100;50;1;0.675
1439;(x * y) * z;x * (y * z);1000;100;50;2;0.658
1440;(x * y) * z;x * (y * z);1000;10000;0;0;0.647
1441;(x * y) * z;x * (y * z);1000;10000;0;1;0.681
1442;(x * y) * z;x * (y * z);1000;10000;0;2;0.686
1443;(x * y) * z;x * (y * z);1000;10000;1;0;0.661
1444;(x * y) * z;x * (y * z);1000;10000;1;1;0.648
1445;(x * y) * z;x * (y * z);1000;10000;1;2;0.66
1446;(x * y) * z;x * (y * z);1000;10000;2;0;0.637
1447;(x * y) * z;x * (y * z);1000;10000;2;1;0.668
1448;(x * y) * z;x * (y * z);1000;10000;2;2;0.666
1449;(x * y) * z;x * (y * z);1000;10000;5;0;0.636
1450;(x * y) * z;x * (y * z);1000;10000;5;1;0.672
1451;(x * y) * z;x * (y * z);1000;10000;5;2;0.664
1452;(x * y) * z;x * (y * z);1000;10000;50;0;0.636
1453;(x * y) * z;x * (y * z);1000;10000;50;1;0.701
1454;(x * y) * z;x * (y * z);1000;10000;50;2;0.645
1455;(x * y) * z;x * (y * z);1000;1000000;0;0;0.645
1456;(x * y) * z;x * (y * z);1000;1000000;0;1;0.697
1457;(x * y) * z;x * (y * z);1000;1000000;0;2;0.633
1458;(x * y) * z;x * (y * z);1000;1000000;1;0;0.636
1459;(x * y) * z;x * (y * z);1000;1000000;1;1;0.66
1460;(x * y) * z;x * (y * z);1000;1000000;1;2;0.658
1461;(x * y) * z;x * (y * z);1000;1000000;2;0;0.645
1462;(x * y) * z;x * (y * z);1000;1000000;2;1;0.656
1463;(x * y) * z;x * (y * z);1000;1000000;2;2;0.656
1464;(x * y) * z;x * (y * z);1000;1000000;5;0;0.687
1465;(x * y) * z;x * (y * z);1000;1000000;5;1;0.68
1466;(x * y) * z;x * (y * z);1000;1000000;5;2;0.643
1467;(x * y) * z;x * (y * z);1000;1000000;50;0;0.653
1468;(x * y) * z;x * (y * z);1000;1000000;50;1;0.682
1469;(x * y) * z;x * (y * z);1000;1000000;50;2;0.651
1470;(x * y) * z;x * (y * z);10000;1;0;0;0.9573
1471;(x * y) * z;x * (y * z);10000;1;0;1;0.9165
1472;(x * y) * z;x * (y * z);10000;1;0;2;0.6525
1473;(x * y) * z;x * (y * z);10000;1;1;0;0.9745
1474;(x * y) * z;x * (y * z);10000;1;1;1;0.8465
1475;(x * y) * z;x * (y * z);10000;1;1;2;0.7978
1476;(x * y) * z;x * (y * z);10000;1;2;0;0.9604
1477;(x * y) * z;x * (y * z);10000;1;2;1;0.8436
1478;(x * y) * z;x * (y * z);10000;1;2;2;0.677
1479;(x * y) * z;x * (y * z);10000;1;5;0;0.9546
1480;(x * y) * z;x * (y * z);10000;1;5;1;0.8491
1481;(x * y) * z;x * (y * z);10000;1;5;2;0.661
1482;(x * y) * z;x * (y * z);10000;1;50;0;0.9579
1483;(x * y) * z;x * (y * z);10000;1;50;1;0.9203
1484;(x * y) * z;x * (y * z);10000;1;50;2;0.6516
1485;(x * y) * z;x * (y * z);10000;3;0;0;0.8505
1486;(x * y) * z;x * (y * z);10000;3;0;1;0.8324
1487;(x * y) * z;x * (y * z);10000;3;0;2;0.6554
1488;(x * y) * z;x * (y * z);10000;3;1;0;0.9065
1489;(x * y) * z;x * (y * z);10000;3;1;1;0.7589
1490;(x * y) * z;x * (y * z);10000;3;1;2;0.762
1491;(x * y) * z;x * (y * z);10000;3;2;0;0.8609
1492;(x * y) * z;x * (y * z);10000;3;2;1;0.766
1493;(x * y) * z;x * (y * z);10000;3;2;2;0.6679
1494;(x * y) * z;x * (y * z);10000;3;5;0;0.8545
1495;(x * y) * z;x * (y * z);10000;3;5;1;0.7648
1496;(x * y) * z;x * (y * z);10000;3;5;2;0.6438
1497;(x * y) * z;x * (y * z);10000;3;50;0;0.8565
1498;(x * y) * z;x * (y * z);10000;3;50;1;0.829
1499;(x * y) * z;x * (y * z);10000;3;50;2;0.646
1500;(x * y) * z;x * (y * z);10000;5;0;0;0.7902
1501;(x * y) * z;x * (y * z);10000;5;0;1;0.7682
1502;(x * y) * z;x * (y * z);10000;5;0;2;0.6517
1503;(x * y) * z;x * (y * z);10000;5;1;0;0.8615
1504;(x * y) * z;x * (y * z);10000;5;1;1;0.7379
1505;(x * y) * z;x * (y * z);10000;5;1;2;0.732
1506;(x * y) * z;x * (y * z);10000;5;2;0;0.8069
1507;(x * y) * z;x * (y * z);10000;5;2;1;0.7486
1508;(x * y) * z;x * (y * z);10000;5;2;2;0.6543
1509;(x * y) * z;x * (y * z);10000;5;5;0;0.8028
1510;(x * y) * z;x * (y * z);10000;5;5;1;0.7311
1511;(x * y) * z;x * (y * z);10000;5;5;2;0.6452
1512;(x * y) * z;x * (y * z);10000;5;50;0;0.7993
1513;(x * y) * z;x * (y * z);10000;5;50;1;0.7775
1514;(x * y) * z;x * (y * z);10000;5;50;2;0.6508
1515;(x * y) * z;x * (y * z);10000;10;0;0;0.7365
1516;(x * y) * z;x * (y * z);10000;10;0;1;0.7294
1517;(x * y) * z;x * (y * z);10000;10;0;2;0.639
1518;(x * y) * z;x * (y * z);10000;10;1;0;0.7934
1519;(x * y) * z;x * (y * z);10000;10;1;1;0.7069
1520;(x * y) * z;x * (y * z);10000;10;1;2;0.6903
1521;(x * y) * z;x * (y * z);10000;10;2;0;0.7444
1522;(x * y) * z;x * (y * z);10000;10;2;1;0.7062
1523;(x * y) * z;x * (y * z);10000;10;2;2;0.655
1524;(x * y) * z;x * (y * z);10000;10;5;0;0.7427
1525;(x * y) * z;x * (y * z);10000;10;5;1;0.7039
1526;(x * y) * z;x * (y * z);10000;10;5;2;0.6645
1527;(x * y) * z;x * (y * z);10000;10;50;0;0.742
1528;(x * y) * z;x * (y * z);10000;10;50;1;0.7171
1529;(x * y) * z;x * (y * z);10000;10;50;2;0.6495
1530;(x * y) * z;x * (y * z);10000;100;0;0;0.6545
1531;(x * y) * z;x * (y * z);10000;100;0;1;0.6708
1532;(x * y) * z;x * (y * z);10000;100;0;2;0.6471
1533;(x * y) * z;x * (y * z);10000;100;1;0;0.6874
1534;(x * y) * z;x * (y * z);10000;100;1;1;0.6675
1535;(x * y) * z;x * (y * z);10000;100;1;2;0.6728
1536;(x * y) * z;x * (y * z);10000;100;2;0;0.6644
1537;(x * y) * z;x * (y * z);10000;100;2;1;0.6637
1538;(x * y) * z;x * (y * z);10000;100;2;2;0.6494
1539;(x * y) * z;x * (y * z);10000;100;5;0;0.6615
1540;(x * y) * z;x * (y * z);10000;100;5;1;0.6727
1541;(x * y) * z;x * (y * z);10000;100;5;2;0.6546
1542;(x * y) * z;x * (y * z);10000;100;50;0;0.6636
1543;(x * y) * z;x * (y * z);10000;100;50;1;0.6768
1544;(x * y) * z;x * (y * z);10000;100;50;2;0.6527
1545;(x * y) * z;x * (y * z);10000;10000;0;0;0.653
1546;(x * y) * z;x * (y * z);10000;10000;0;1;0.6681
1547;(x * y) * z;x * (y * z);10000;10000;0;2;0.6558
1548;(x * y) * z;x * (y * z);10000;10000;1;0;0.6688
1549;(x * y) * z;x * (y * z);10000;10000;1;1;0.6617
1550;(x * y) * z;x * (y * z);10000;10000;1;2;0.6694
1551;(x * y) * z;x * (y * z);10000;10000;2;0;0.6548
1552;(x * y) * z;x * (y * z);10000;10000;2;1;0.6687
1553;(x * y) * z;x * (y * z);10000;10000;2;2;0.6504
1554;(x * y) * z;x * (y * z);10000;10000;5;0;0.6465
1555;(x * y) * z;x * (y * z);10000;10000;5;1;0.6685
1556;(x * y) * z;x * (y * z);10000;10000;5;2;0.6499
1557;(x * y) * z;x * (y * z);10000;10000;50;0;0.6448
1558;(x * y) * z;x * (y * z);10000;10000;50;1;0.6683
1559;(x * y) * z;x * (y * z);10000;10000;50;2;0.6451
1560;(x * y) * z;x * (y * z);10000;1000000;0;0;0.6566
1561;(x * y) * z;x * (y * z);10000;1000000;0;1;0.6623
1562;(x * y) * z;x * (y * z);10000;1000000;0;2;0.6496
1563;(x * y) * z;x * (y * z);10000;1000000;1;0;0.6705
1564;(x * y) * z;x * (y * z);10000;1000000;1;1;0.6568
1565;(x * y) * z;x * (y * z);10000;1000000;1;2;0.6614
1566;(x * y) * z;x * (y * z);10000;1000000;2;0;0.6535
1567;(x * y) * z;x * (y * z);10000;1000000;2;1;0.6587
1568;(x * y) * z;x * (y * z);10000;1000000;2;2;0.6515
1569;(x * y) * z;x * (y * z);10000;1000000;5;0;0.6478
1570;(x * y) * z;x * (y * z);10000;1000000;5;1;0.667
1571;(x * y) * z;x * (y * z);10000;1000000;5;2;0.6553
1572;(x * y) * z;x * (y * z);10000;1000000;50;0;0.6618
1573;(x * y) * z;x * (y * z);10000;1000000;50;1;0.6595
1574;(x * y) * z;x * (y * z);10000;1000000;50;2;0.6561
1575;x * y;y * x;1;1;0;0;1.0
1576;x * y;y * x;1;1;0;1;1.0
1577;x * y;y * x;1;1;0;2;1.0
1578;x * y;y * x;1;1;1;0;1.0
1579;x * y;y * x;1;1;1;1;1.0
1580;x * y;y * x;1;1;1;2;1.0
1581;x * y;y * x;1;1;2;0;1.0
1582;x * y;y * x;1;1;2;1;1.0
1583;x * y;y * x;1;1;2;2;1.0
1584;x * y;y * x;1;1;5;0;1.0
1585;x * y;y * x;1;1;5;1;1.0
1586;x * y;y * x;1;1;5;2;1.0
1587;x * y;y * x;1;1;50;0;1.0
1588;x * y;y * x;1;1;50;1;1.0
1589;x * y;y * x;1;1;50;2;1.0
1590;x * y;y * x;1;3;0;0;1.0
1591;x * y;y * x;1;3;0;1;1.0
1592;x * y;y * x;1;3;0;2;1.0
1593;x * y;y * x;1;3;1;0;1.0
1594;x * y;y * x;1;3;1;1;1.0
1595;x * y;y * x;1;3;1;2;1.0
1596;x * y;y * x;1;3;2;0;1.0
1597;x * y;y * x;1;3;2;1;1.0
1598;x * y;y * x;1;3;2;2;1.0
1599;x * y;y * x;1;3;5;0;1.0
1600;x * y;y * x;1;3;5;1;1.0
1601;x * y;y * x;1;3;5;2;1.0
1602;x * y;y * x;1;3;50;0;1.0
1603;x * y;y * x;1;3;50;1;1.0
1604;x * y;y * x;1;3;50;2;1.0
1605;x * y;y * x;1;5;0;0;1.0
1606;x * y;y * x;1;5;0;1;1.0
1607;x * y;y * x;1;5;0;2;1.0
1608;x * y;y * x;1;5;1;0;1.0
1609;x * y;y * x;1;5;1;1;1.0
1610;x * y;y * x;1;5;1;2;1.0
1611;x * y;y * x;1;5;2;0;1.0
1612;x * y;y * x;1;5;2;1;1.0
1613;x * y;y * x;1;5;2;2;1.0
1614;x * y;y * x;1;5;5;0;1.0
1615;x * y;y * x;1;5;5;1;1.0
1616;x * y;y * x;1;5;5;2;1.0
1617;x * y;y * x;1;5;50;0;1.0
1618;x * y;y * x;1;5;50;1;1.0
1619;x * y;y * x;1;5;50;2;1.0
1620;x * y;y * x;1;10;0;0;1.0
1621;x * y;y * x;1;10;0;1;1.0
1622;x * y;y * x;1;10;0;2;1.0
1623;x * y;y * x;1;10;1;0;1.0
1624;x * y;y * x;1;10;1;1;1.0
1625;x * y;y * x;1;10;1;2;1.0
1626;x * y;y * x;1;10;2;0;1.0
1627;x * y;y * x;1;10;2;1;1.0
1628;x * y;y * x;1;10;2;2;1.0
1629;x * y;y * x;1;10;5;0;1.0
1630;x * y;y * x;1;10;5;1;1.0
1631;x * y;y * x;1;10;5;2;1.0
1632;x * y;y * x;1;10;50;0;1.0
1633;x * y;y * x;1;10;50;1;1.0
1634;x * y;y * x;1;10;50;2;1.0
1635;x * y;y * x;1;100;0;0;1.0
1636;x * y;y * x;1;100;0;1;1.0
1637;x * y;y * x;1;100;0;2;1.0
1638;x * y;y * x;1;100;1;0;1.0
1639;x * y;y * x;1;100;1;1;1.0
1640;x * y;y * x;1;100;1;2;1.0
1641;x * y;y * x;1;100;2;0;1.0
1642;x * y;y * x;1;100;2;1;1.0
1643;x * y;y * x;1;100;2;2;1.0
1644;x * y;y * x;1;100;5;0;1.0
1645;x * y;y * x;1;100;5;1;1.0
1646;x * y;y * x;1;100;5;2;1.0
1647;x * y;y * x;1;100;50;0;1.0
1648;x * y;y * x;1;100;50;1;1.0
1649;x * y;y * x;1;100;50;2;1.0
1650;x * y;y * x;1;10000;0;0;1.0
1651;x * y;y * x;1;10000;0;1;1.0
1652;x * y;y * x;1;10000;0;2;1.0
1653;x * y;y * x;1;10000;1;0;1.0
1654;x * y;y * x;1;10000;1;1;1.0
1655;x * y;y * x;1;10000;1;2;1.0
1656;x * y;y * x;1;10000;2;0;1.0
1657;x * y;y * x;1;10000;2;1;1.0
1658;x * y;y * x;1;10000;2;2;1.0
1659;x * y;y * x;1;10000;5;0;1.0
1660;x * y;y * x;1;10000;5;1;1.0
1661;x * y;y * x;1;10000;5;2;1.0
1662;x * y;y * x;1;10000;50;0;1.0
1663;x * y;y * x;1;10000;50;1;1.0
1664;x * y;y * x;1;10000;50;2;1.0
1665;x * y;y * x;1;1000000;0;0;1.0
1666;x * y;y * x;1;1000000;0;1;1.0
1667;x * y;y * x;1;1000000;0;2;1.0
1668;x * y;y * x;1;1000000;1;0;1.0
1669;x * y;y * x;1;1000000;1;1;1.0
1670;x * y;y * x;1;1000000;1;2;1.0
1671;x * y;y * x;1;1000000;2;0;1.0
1672;x * y;y * x;1;1000000;2;1;1.0
1673;x * y;y * x;1;1000000;2;2;1.0
1674;x * y;y * x;1;1000000;5;0;1.0
1675;x * y;y * x;1;1000000;5;1;1.0
1676;x * y;y * x;1;1000000;5;2;1.0
1677;x * y;y * x;1;1000000;50;0;1.0
1678;x * y;y * x;1;1000000;50;1;1.0
1679;x * y;y * x;1;1000000;50;2;1.0
1680;x * y;y * x;10;1;0;0;1.0
1681;x * y;y * x;10;1;0;1;1.0
1682;x * y;y * x;10;1;0;2;1.0
1683;x * y;y * x;10;1;1;0;1.0
1684;x * y;y * x;10;1;1;1;1.0
1685;x * y;y * x;10;1;1;2;1.0
1686;x * y;y * x;10;1;2;0;1.0
1687;x * y;y * x;10;1;2;1;1.0
1688;x * y;y * x;10;1;2;2;1.0
1689;x * y;y * x;10;1;5;0;1.0
1690;x * y;y * x;10;1;5;1;1.0
1691;x * y;y * x;10;1;5;2;1.0
1692;x * y;y * x;10;1;50;0;1.0
1693;x * y;y * x;10;1;50;1;1.0
1694;x * y;y * x;10;1;50;2;1.0
1695;x * y;y * x;10;3;0;0;1.0
1696;x * y;y * x;10;3;0;1;1.0
1697;x * y;y * x;10;3;0;2;1.0
1698;x * y;y * x;10;3;1;0;1.0
1699;x * y;y * x;10;3;1;1;1.0
1700;x * y;y * x;10;3;1;2;1.0
1701;x * y;y * x;10;3;2;0;1.0
1702;x * y;y * x;10;3;2;1;1.0
1703;x * y;y * x;10;3;2;2;1.0
1704;x * y;y * x;10;3;5;0;1.0
1705;x * y;y * x;10;3;5;1;1.0
1706;x * y;y * x;10;3;5;2;1.0
1707;x * y;y * x;10;3;50;0;1.0
1708;x * y;y * x;10;3;50;1;1.0
1709;x * y;y * x;10;3;50;2;1.0
1710;x * y;y * x;10;5;0;0;1.0
1711;x * y;y * x;10;5;0;1;1.0
1712;x * y;y * x;10;5;0;2;1.0
1713;x * y;y * x;10;5;1;0;1.0
1714;x * y;y * x;10;5;1;1;1.0
1715;x * y;y * x;10;5;1;2;1.0
1716;x * y;y * x;10;5;2;0;1.0
1717;x * y;y * x;10;5;2;1;1.0
1718;x * y;y * x;10;5;2;2;1.0
1719;x * y;y * x;10;5;5;0;1.0
1720;x * y;y * x;10;5;5;1;1.0
1721;x * y;y * x;10;5;5;2;1.0
1722;x * y;y * x;10;5;50;0;1.0
1723;x * y;y * x;10;5;50;1;1.0
1724;x * y;y * x;10;5;50;2;1.0
1725;x * y;y * x;10;10;0;0;1.0
1726;x * y;y * x;10;10;0;1;1.0
1727;x * y;y * x;10;10;0;2;1.0
1728;x * y;y * x;10;10;1;0;1.0
1729;x * y;y * x;10;10;1;1;1.0
1730;x * y;y * x;10;10;1;2;1.0
1731;x * y;y * x;10;10;2;0;1.0
1732;x * y;y * x;10;10;2;1;1.0
1733;x * y;y * x;10;10;2;2;1.0
1734;x * y;y * x;10;10;5;0;1.0
1735;x * y;y * x;10;10;5;1;1.0
1736;x * y;y * x;10;10;5;2;1.0
1737;x * y;y * x;10;10;50;0;1.0
1738;x * y;y * x;10;10;50;1;1.0
1739;x * y;y * x;10;10;50;2;1.0
1740;x * y;y * x;10;100;0;0;1.0
1741;x * y;y * x;10;100;0;1;1.0
1742;x * y;y * x;10;100;0;2;1.0
1743;x * y;y * x;10;100;1;0;1.0
1744;x * y;y * x;10;100;1;1;1.0
1745;x * y;y * x;10;100;1;2;1.0
1746;x * y;y * x;10;100;2;0;1.0
1747;x * y;y * x;10;100;2;1;1.0
1748;x * y;y * x;10;100;2;2;1.0
1749;x * y;y * x;10;100;5;0;1.0
1750;x * y;y * x;10;100;5;1;1.0
1751;x * y;y * x;10;100;5;2;1.0
1752;x * y;y * x;10;100;50;0;1.0
1753;x * y;y * x;10;100;50;1;1.0
1754;x * y;y * x;10;100;50;2;1.0
1755;x * y;y * x;10;10000;0;0;1.0
1756;x * y;y * x;10;10000;0;1;1.0
1757;x * y;y * x;10;10000;0;2;1.0
1758;x * y;y * x;10;10000;1;0;1.0
1759;x * y;y * x;10;10000;1;1;1.0
1760;x * y;y * x;10;10000;1;2;1.0
1761;x * y;y * x;10;10000;2;0;1.0
1762;x * y;y * x;10;10000;2;1;1.0
1763;x * y;y * x;10;10000;2;2;1.0
1764;x * y;y * x;10;10000;5;0;1.0
1765;x * y;y * x;10;10000;5;1;1.0
1766;x * y;y * x;10;10000;5;2;1.0
1767;x * y;y * x;10;10000;50;0;1.0
1768;x * y;y * x;10;10000;50;1;1.0
1769;x * y;y * x;10;10000;50;2;1.0
1770;x * y;y * x;10;1000000;0;0;1.0
1771;x * y;y * x;10;1000000;0;1;1.0
1772;x * y;y * x;10;1000000;0;2;1.0
1773;x * y;y * x;10;1000000;1;0;1.0
1774;x * y;y * x;10;1000000;1;1;1.0
1775;x * y;y * x;10;1000000;1;2;1.0
1776;x * y;y * x;10;1000000;2;0;1.0
1777;x * y;y * x;10;1000000;2;1;1.0
1778;x * y;y * x;10;1000000;2;2;1.0
1779;x * y;y * x;10;1000000;5;0;1.0
1780;x * y;y * x;10;1000000;5;1;1.0
1781;x * y;y * x;10;1000000;5;2;1.0
1782;x * y;y * x;10;1000000;50;0;1.0
1783;x * y;y * x;10;1000000;50;1;1.0
1784;x * y;y * x;10;1000000;50;2;1.0
1785;x * y;y * x;100;1;0;0;1.0
1786;x * y;y * x;100;1;0;1;1.0
1787;x * y;y * x;100;1;0;2;1.0
1788;x * y;y * x;100;1;1;0;1.0
1789;x * y;y * x;100;1;1;1;1.0
1790;x * y;y * x;100;1;1;2;1.0
1791;x * y;y * x;100;1;2;0;1.0
1792;x * y;y * x;100;1;2;1;1.0
1793;x * y;y * x;100;1;2;2;1.0
1794;x * y;y * x;100;1;5;0;1.0
1795;x * y;y * x;100;1;5;1;1.0
1796;x * y;y * x;100;1;5;2;1.0
1797;x * y;y * x;100;1;50;0;1.0
1798;x * y;y * x;100;1;50;1;1.0
1799;x * y;y * x;100;1;50;2;1.0
1800;x * y;y * x;100;3;0;0;1.0
1801;x * y;y * x;100;3;0;1;1.0
1802;x * y;y * x;100;3;0;2;1.0
1803;x * y;y * x;100;3;1;0;1.0
1804;x * y;y * x;100;3;1;1;1.0
1805;x * y;y * x;100;3;1;2;1.0
1806;x * y;y * x;100;3;2;0;1.0
1807;x * y;y * x;100;3;2;1;1.0
1808;x * y;y * x;100;3;2;2;1.0
1809;x * y;y * x;100;3;5;0;1.0
1810;x * y;y * x;100;3;5;1;1.0
1811;x * y;y * x;100;3;5;2;1.0
1812;x * y;y * x;100;3;50;0;1.0
1813;x * y;y * x;100;3;50;1;1.0
1814;x * y;y * x;100;3;50;2;1.0
1815;x * y;y * x;100;5;0;0;1.0
1816;x * y;y * x;100;5;0;1;1.0
1817;x * y;y * x;100;5;0;2;1.0
1818;x * y;y * x;100;5;1;0;1.0
1819;x * y;y * x;100;5;1;1;1.0
1820;x * y;y * x;100;5;1;2;1.0
1821;x * y;y * x;100;5;2;0;1.0
1822;x * y;y * x;100;5;2;1;1.0
1823;x * y;y * x;100;5;2;2;1.0
1824;x * y;y * x;100;5;5;0;1.0
1825;x * y;y * x;100;5;5;1;1.0
1826;x * y;y * x;100;5;5;2;1.0
