idExperiment;op1;op2;repetitions;randomRange;floatingNumbers;randomStrategy;result
1344;(x * y) * z;x * (y * z);100;10000;5;0;0.56
1345;(x * y) * z;x * (y * z);100;10000;5;1;0.7
1346;(x * y) * z;x * (y * z);100;10000;5;2;0.7
1347;(x * y) * z;x * (y * z);100;10000;50;0;0.6
1348;(x * y) * z;x * (y * z);100;10000;50;1;0.73
1349;(x * y) * z;x * (y * z);100;10000;50;2;0.6
1350;(x * y) * z;x * (y * z);100;1000000;0;0;0.59
1351;(x * y) * z;x * (y * z);100;1000000;0;1;0.72
1352;(x * y) * z;x * (y * z);100;1000000;0;2;0.66
1353;(x * y) * z;x * (y * z);100;1000000;1;0;0.68
1354;(x * y) * z;x * (y * z);100;1000000;1;1;0.7
1355;(x * y) * z;x * (y * z);100;1000000;1;2;0.74
1356;(x * y) * z;x * (y * z);100;1000000;2;0;0.56
1357;(x * y) * z;x * (y * z);100;1000000;2;1;0.7
1358;(x * y) * z;x * (y * z);100;1000000;2;2;0.65
1359;(x * y) * z;x * (y * z);100;1000000;5;0;0.62
1360;(x * y) * z;x * (y * z);100;1000000;5;1;0.68
1361;(x * y) * z;x * (y * z);100;1000000;5;2;0.67
1362;(x * y) * z;x * (y * z);100;1000000;50;0;0.64
1363;(x * y) * z;x * (y * z);100;1000000;50;1;0.64
1364;(x * y) * z;x * (y * z);100;1000000;50;2;0.69
1365;(x * y) * z;x * (y * z);1000;1;0;0;0.964
1366;(x * y) * z;x * (y * z);1000;1;0;1;0.909
1367;(x * y) * z;x * (y * z);1000;1;0;2;0.653
1368;(x * y) * z;x * (y * z);1000;1;1;0;0.962
1369;(x * y) * z;x * (y * z);1000;1;1;1;0.83
1370;(x * y) * z;x * (y * z);1000;1;1;2;0.786
1371;(x * y) * z;x * (y * z);1000;1;2;0;0.964
1372;(x * y) * z;x * (y * z);1000;1;2;1;0.819
1373;(x * y) * z;x * (y * z);1000;1;2;2;0.675
1374;(x * y) * z;x * (y * z);1000;1;5;0;0.951
1375;(x * y) * z;x * (y * z);1000;1;5;1;0.857
1376;(x * y) * z;x * (y * z);1000;1;5;2;0.644
1377;(x * y) * z;x * (y * z);1000;1;50;0;0.945
1378;(x * y) * z;x * (y * z);1000;1;50;1;0.908
1379;(x * y) * z;x * (y * z);1000;1;50;2;0.65
1380;(x * y) * z;x * (y * z);1000;3;0;0;0.842
1381;(x * y) * z;x * (y * z);1000;3;0;1;0.826
1382;(x * y) * z;x * (y * z);1000;3;0;2;0.643
1383;(x * y) * z;x * (y * z);1000;3;1;0;0.908
1384;(x * y) * z;x * (y * z);1000;3;1;1;0.764
1385;(x * y) * z;x * (y * z);1000;3;1;2;0.743
1386;(x * y) * z;x * (y * z);1000;3;2;0;0.874
1387;(x * y) * z;x * (y * z);1000;3;2;1;0.783
1388;(x * y) * z;x * (y * z);1000;3;2;2;0.655
1389;(x * y) * z;x * (y * z);1000;3;5;0;0.844
1390;(x * y) * z;x * (y * z);1000;3;5;1;0.78
1391;(x * y) * z;x * (y * z);1000;3;5;2;0.647
1392;(x * y) * z;x * (y * z);1000;3;50;0;0.869
1393;(x * y) * z;x * (y * z);1000;3;50;1;0.838
1394;(x * y) * z;x * (y * z);1000;3;50;2;0.625
1395;(x * y) * z;x * (y * z);1000;5;0;0;0.803
1396;(x * y) * z;x * (y * z);1000;5;0;1;0.79
1397;(x * y) * z;x * (y * z);1000;5;0;2;0.611
1398;(x * y) * z;x * (y * z);1000;5;1;0;0.859
1399;(x * y) * z;x * (y * z);1000;5;1;1;0.739
1400;(x * y) * z;x * (y * z);1000;5;1;2;0.721
1401;(x * y) * z;x * (y * z);1000;5;2;0;0.782
1402;(x * y) * z;x * (y * z);1000;5;2;1;0.745
1403;(x * y) * z;x * (y * z);1000;5;2;2;0.672
1404;(x * y) * z;x * (y * z);1000;5;5;0;0.786
1405;(x * y) * z;x * (y * z);1000;5;5;1;0.737
1406;(x * y) * z;x * (y * z);1000;5;5;2;0.639
1407;(x * y) * z;x * (y * z);1000;5;50;0;0.794
1408;(x * y) * z;x * (y * z);1000;5;50;1;0.749
1409;(x * y) * z;x * (y * z);1000;5;50;2;0.645
1410;(x * y) * z;x * (y * z);1000;10;0;0;0.741
1411;(x * y) * z;x * (y * z);1000;10;0;1;0.717
1412;(x * y) * z;x * (y * z);1000;10;0;2;0.653
1413;(x * y) * z;x * (y * z);1000;10;1;0;0.807
1414;(x * y) * z;x * (y * z);1000;10;1;1;0.707
1415;(x * y) * z;x * (y * z);1000;10;1;2;0.721
1416;(x * y) * z;x * (y * z);1000;10;2;0;0.739
1417;(x * y) * z;x * (y * z);1000;10;2;1;0.69
1418;(x * y) * z;x * (y * z);1000;10;2;2;0.667
1419;(x * y) * z;x * (y * z);1000;10;5;0;0.732
1420;(x * y) * z;x * (y * z);1000;10;5;1;0.724
1421;(x * y) * z;x * (y * z);1000;10;5;2;0.628
1422;(x * y) * z;x * (y * z);1000;10;50;0;0.731
1423;(x * y) * z;x * (y * z);1000;10;50;1;0.701
1424;(x * y) * z;x * (y * z);1000;10;50;2;0.655
1425;(x * y) * z;x * (y * z);1000;100;0;0;0.669
1426;(x * y) * z;x * (y * z);1000;100;0;1;0.664
1427;(x * y) * z;x * (y * z);1000;100;0;2;0.635
1428;(x * y) * z;x * (y * z);1000;100;1;0;0.68
1429;(x * y) * z;x * (y * z);1000;100;1;1;0.634
1430;(x * y) * z;x * (y * z);1000;100;1;2;0.671
1431;(x * y) * z;x * (y * z);1000;100;2;0;0.665
1432;(x * y) * z;x * (y * z);1000;100;2;1;0.696
1433;(x * y) * z;x * (y * z);1000;100;2;2;0.672
1434;(x * y) * z;x * (y * z);1000;100;5;0;0.665
1435;(x * y) * z;x * (y * z);1000;100;5;1;0.658
1436;(x * y) * z;x * (y * z);1000;100;5;2;0.655
1437;(x * y) * z;x * (y * z);1000;100;50;0;0.647
1438;(x * y) * z;x * (y * z);1000;100;50;1;0.677
1439;(x * y) * z;x * (y * z);1000;100;50;2;0.639
1440;(x * y) * z;x * (y * z);1000;10000;0;0;0.635
1441;(x * y) * z;x * (y * z);1000;10000;0;1;0.666
1442;(x * y) * z;x * (y * z);1000;10000;0;2;0.675
1443;(x * y) * z;x * (y * z);1000;10000;1;0;0.656
1444;(x * y) * z;x * (y * z);1000;10000;1;1;0.67
1445;(x * y) * z;x * (y * z);1000;10000;1;2;0.664
1446;(x * y) * z;x * (y * z);1000;10000;2;0;0.662
1447;(x * y) * z;x * (y * z);1000;10000;2;1;0.668
1448;(x * y) * z;x * (y * z);1000;10000;2;2;0.641
1449;(x * y) * z;x * (y * z);1000;10000;5;0;0.648
1450;(x * y) * z;x * (y * z);1000;10000;5;1;0.647
1451;(x * y) * z;x * (y * z);1000;10000;5;2;0.666
1452;(x * y) * z;x * (y * z);1000;10000;50;0;0.671
1453;(x * y) * z;x * (y * z);1000;10000;50;1;0.688
1454;(x * y) * z;x * (y * z);1000;10000;50;2;0.647
1455;(x * y) * z;x * (y * z);1000;1000000;0;0;0.652
1456;(x * y) * z;x * (y * z);1000;1000000;0;1;0.658
1457;(x * y) * z;x * (y * z);1000;1000000;0;2;0.678
1458;(x * y) * z;x * (y * z);1000;1000000;1;0;0.677
1459;(x * y) * z;x * (y * z);1000;1000000;1;1;0.652
1460;(x * y) * z;x * (y * z);1000;1000000;1;2;0.673
1461;(x * y) * z;x * (y * z);1000;1000000;2;0;0.632
1462;(x * y) * z;x * (y * z);1000;1000000;2;1;0.663
1463;(x * y) * z;x * (y * z);1000;1000000;2;2;0.639
1464;(x * y) * z;x * (y * z);1000;1000000;5;0;0.635
1465;(x * y) * z;x * (y * z);1000;1000000;5;1;0.68
1466;(x * y) * z;x * (y * z);1000;1000000;5;2;0.672
1467;(x * y) * z;x * (y * z);1000;1000000;50;0;0.678
1468;(x * y) * z;x * (y * z);1000;1000000;50;1;0.671
1469;(x * y) * z;x * (y * z);1000;1000000;50;2;0.663
1470;(x * y) * z;x * (y * z);10000;1;0;0;0.9582
1471;(x * y) * z;x * (y * z);10000;1;0;1;0.9184
1472;(x * y) * z;x * (y * z);10000;1;0;2;0.6533
1473;(x * y) * z;x * (y * z);10000;1;1;0;0.9765
1474;(x * y) * z;x * (y * z);10000;1;1;1;0.8449
1475;(x * y) * z;x * (y * z);10000;1;1;2;0.7907
1476;(x * y) * z;x * (y * z);10000;1;2;0;0.9556
1477;(x * y) * z;x * (y * z);10000;1;2;1;0.8518
1478;(x * y) * z;x * (y * z);10000;1;2;2;0.6669
1479;(x * y) * z;x * (y * z);10000;1;5;0;0.9549
1480;(x * y) * z;x * (y * z);10000;1;5;1;0.8464
1481;(x * y) * z;x * (y * z);10000;1;5;2;0.6474
1482;(x * y) * z;x * (y * z);10000;1;50;0;0.9601
1483;(x * y) * z;x * (y * z);10000;1;50;1;0.9199
1484;(x * y) * z;x * (y * z);10000;1;50;2;0.651
1485;(x * y) * z;x * (y * z);10000;3;0;0;0.8521
1486;(x * y) * z;x * (y * z);10000;3;0;1;0.833
1487;(x * y) * z;x * (y * z);10000;3;0;2;0.6445
1488;(x * y) * z;x * (y * z);10000;3;1;0;0.9129
1489;(x * y) * z;x * (y * z);10000;3;1;1;0.7627
1490;(x * y) * z;x * (y * z);10000;3;1;2;0.7664
1491;(x * y) * z;x * (y * z);10000;3;2;0;0.8608
1492;(x * y) * z;x * (y * z);10000;3;2;1;0.7588
1493;(x * y) * z;x * (y * z);10000;3;2;2;0.6619
1494;(x * y) * z;x * (y * z);10000;3;5;0;0.846
1495;(x * y) * z;x * (y * z);10000;3;5;1;0.765
1496;(x * y) * z;x * (y * z);10000;3;5;2;0.6438
1497;(x * y) * z;x * (y * z);10000;3;50;0;0.8537
1498;(x * y) * z;x * (y * z);10000;3;50;1;0.8326
1499;(x * y) * z;x * (y * z);10000;3;50;2;0.6532
1500;(x * y) * z;x * (y * z);10000;5;0;0;0.7882
1501;(x * y) * z;x * (y * z);10000;5;0;1;0.7748
1502;(x * y) * z;x * (y * z);10000;5;0;2;0.6556
1503;(x * y) * z;x * (y * z);10000;5;1;0;0.8655
1504;(x * y) * z;x * (y * z);10000;5;1;1;0.7314
1505;(x * y) * z;x * (y * z);10000;5;1;2;0.7358
1506;(x * y) * z;x * (y * z);10000;5;2;0;0.8028
1507;(x * y) * z;x * (y * z);10000;5;2;1;0.7314
1508;(x * y) * z;x * (y * z);10000;5;2;2;0.6676
1509;(x * y) * z;x * (y * z);10000;5;5;0;0.7934
1510;(x * y) * z;x * (y * z);10000;5;5;1;0.7314
1511;(x * y) * z;x * (y * z);10000;5;5;2;0.6476
1512;(x * y) * z;x * (y * z);10000;5;50;0;0.7981
1513;(x * y) * z;x * (y * z);10000;5;50;1;0.7694
1514;(x * y) * z;x * (y * z);10000;5;50;2;0.649
1515;(x * y) * z;x * (y * z);10000;10;0;0;0.7362
1516;(x * y) * z;x * (y * z);10000;10;0;1;0.7172
1517;(x * y) * z;x * (y * z);10000;10;0;2;0.6444
1518;(x * y) * z;x * (y * z);10000;10;1;0;0.8042
1519;(x * y) * z;x * (y * z);10000;10;1;1;0.704
1520;(x * y) * z;x * (y * z);10000;10;1;2;0.6929
1521;(x * y) * z;x * (y * z);10000;10;2;0;0.7448
1522;(x * y) * z;x * (y * z);10000;10;2;1;0.698
1523;(x * y) * z;x * (y * z);10000;10;2;2;0.6554
1524;(x * y) * z;x * (y * z);10000;10;5;0;0.7301
1525;(x * y) * z;x * (y * z);10000;10;5;1;0.7058
1526;(x * y) * z;x * (y * z);10000;10;5;2;0.6507
1527;(x * y) * z;x * (y * z);10000;10;50;0;0.7387
1528;(x * y) * z;x * (y * z);10000;10;50;1;0.7242
1529;(x * y) * z;x * (y * z);10000;10;50;2;0.6555
1530;(x * y) * z;x * (y * z);10000;100;0;0;0.6663
1531;(x * y) * z;x * (y * z);10000;100;0;1;0.6702
1532;(x * y) * z;x * (y * z);10000;100;0;2;0.6499
1533;(x * y) * z;x * (y * z);10000;100;1;0;0.696
1534;(x * y) * z;x * (y * z);10000;100;1;1;0.6776
1535;(x * y) * z;x * (y * z);10000;100;1;2;0.6736
1536;(x * y) * z;x * (y * z);10000;100;2;0;0.6647
1537;(x * y) * z;x * (y * z);10000;100;2;1;0.665
1538;(x * y) * z;x * (y * z);10000;100;2;2;0.654
1539;(x * y) * z;x * (y * z);10000;100;5;0;0.6533
1540;(x * y) * z;x * (y * z);10000;100;5;1;0.6718
1541;(x * y) * z;x * (y * z);10000;100;5;2;0.6467
1542;(x * y) * z;x * (y * z);10000;100;50;0;0.6675
1543;(x * y) * z;x * (y * z);10000;100;50;1;0.6693
1544;(x * y) * z;x * (y * z);10000;100;50;2;0.6429
1545;(x * y) * z;x * (y * z);10000;10000;0;0;0.647
1546;(x * y) * z;x * (y * z);10000;10000;0;1;0.6727
1547;(x * y) * z;x * (y * z);10000;10000;0;2;0.6497
1548;(x * y) * z;x * (y * z);10000;10000;1;0;0.6646
1549;(x * y) * z;x * (y * z);10000;10000;1;1;0.6795
1550;(x * y) * z;x * (y * z);10000;10000;1;2;0.663
1551;(x * y) * z;x * (y * z);10000;10000;2;0;0.6542
1552;(x * y) * z;x * (y * z);10000;10000;2;1;0.671
1553;(x * y) * z;x * (y * z);10000;10000;2;2;0.655
1554;(x * y) * z;x * (y * z);10000;10000;5;0;0.6508
1555;(x * y) * z;x * (y * z);10000;10000;5;1;0.6774
1556;(x * y) * z;x * (y * z);10000;10000;5;2;0.6492
1557;(x * y) * z;x * (y * z);10000;10000;50;0;0.6548
1558;(x * y) * z;x * (y * z);10000;10000;50;1;0.6657
1559;(x * y) * z;x * (y * z);10000;10000;50;2;0.6511
1560;(x * y) * z;x * (y * z);10000;1000000;0;0;0.6453
1561;(x * y) * z;x * (y * z);10000;1000000;0;1;0.6686
1562;(x * y) * z;x * (y * z);10000;1000000;0;2;0.6493
1563;(x * y) * z;x * (y * z);10000;1000000;1;0;0.6651
1564;(x * y) * z;x * (y * z);10000;1000000;1;1;0.6564
1565;(x * y) * z;x * (y * z);10000;1000000;1;2;0.6631
1566;(x * y) * z;x * (y * z);10000;1000000;2;0;0.6533
1567;(x * y) * z;x * (y * z);10000;1000000;2;1;0.659
1568;(x * y) * z;x * (y * z);10000;1000000;2;2;0.6562
1569;(x * y) * z;x * (y * z);10000;1000000;5;0;0.6486
1570;(x * y) * z;x * (y * z);10000;1000000;5;1;0.6711
1571;(x * y) * z;x * (y * z);10000;1000000;5;2;0.6584
1572;(x * y) * z;x * (y * z);10000;1000000;50;0;0.6487
1573;(x * y) * z;x * (y * z);10000;1000000;50;1;0.6638
1574;(x * y) * z;x * (y * z);10000;1000000;50;2;0.6515
1575;x * y;y * x;1;1;0;0;1.0
1576;x * y;y * x;1;1;0;1;1.0
1577;x * y;y * x;1;1;0;2;1.0
1578;x * y;y * x;1;1;1;0;1.0
1579;x * y;y * x;1;1;1;1;1.0
1580;x * y;y * x;1;1;1;2;1.0
1581;x * y;y * x;1;1;2;0;1.0
1582;x * y;y * x;1;1;2;1;1.0
1583;x * y;y * x;1;1;2;2;1.0
1584;x * y;y * x;1;1;5;0;1.0
1585;x * y;y * x;1;1;5;1;1.0
1586;x * y;y * x;1;1;5;2;1.0
1587;x * y;y * x;1;1;50;0;1.0
1588;x * y;y * x;1;1;50;1;1.0
1589;x * y;y * x;1;1;50;2;1.0
1590;x * y;y * x;1;3;0;0;1.0
1591;x * y;y * x;1;3;0;1;1.0
1592;x * y;y * x;1;3;0;2;1.0
1593;x * y;y * x;1;3;1;0;1.0
1594;x * y;y * x;1;3;1;1;1.0
1595;x * y;y * x;1;3;1;2;1.0
1596;x * y;y * x;1;3;2;0;1.0
1597;x * y;y * x;1;3;2;1;1.0
1598;x * y;y * x;1;3;2;2;1.0
1599;x * y;y * x;1;3;5;0;1.0
1600;x * y;y * x;1;3;5;1;1.0
1601;x * y;y * x;1;3;5;2;1.0
1602;x * y;y * x;1;3;50;0;1.0
1603;x * y;y * x;1;3;50;1;1.0
1604;x * y;y * x;1;3;50;2;1.0
1605;x * y;y * x;1;5;0;0;1.0
1606;x * y;y * x;1;5;0;1;1.0
1607;x * y;y * x;1;5;0;2;1.0
1608;x * y;y * x;1;5;1;0;1.0
1609;x * y;y * x;1;5;1;1;1.0
1610;x * y;y * x;1;5;1;2;1.0
1611;x * y;y * x;1;5;2;0;1.0
1612;x * y;y * x;1;5;2;1;1.0
1613;x * y;y * x;1;5;2;2;1.0
1614;x * y;y * x;1;5;5;0;1.0
1615;x * y;y * x;1;5;5;1;1.0
1616;x * y;y * x;1;5;5;2;1.0
1617;x * y;y * x;1;5;50;0;1.0
1618;x * y;y * x;1;5;50;1;1.0
1619;x * y;y * x;1;5;50;2;1.0
1620;x * y;y * x;1;10;0;0;1.0
1621;x * y;y * x;1;10;0;1;1.0
1622;x * y;y * x;1;10;0;2;1.0
1623;x * y;y * x;1;10;1;0;1.0
1624;x * y;y * x;1;10;1;1;1.0
1625;x * y;y * x;1;10;1;2;1.0
1626;x * y;y * x;1;10;2;0;1.0
1627;x * y;y * x;1;10;2;1;1.0
1628;x * y;y * x;1;10;2;2;1.0
1629;x * y;y * x;1;10;5;0;1.0
1630;x * y;y * x;1;10;5;1;1.0
1631;x * y;y * x;1;10;5;2;1.0
1632;x * y;y * x;1;10;50;0;1.0
1633;x * y;y * x;1;10;50;1;1.0
1634;x * y;y * x;1;10;50;2;1.0
1635;x * y;y * x;1;100;0;0;1.0
1636;x * y;y * x;1;100;0;1;1.0
1637;x * y;y * x;1;100;0;2;1.0
1638;x * y;y * x;1;100;1;0;1.0
1639;x * y;y * x;1;100;1;1;1.0
1640;x * y;y * x;1;100;1;2;1.0
1641;x * y;y * x;1;100;2;0;1.0
1642;x * y;y * x;1;100;2;1;1.0
1643;x * y;y * x;1;100;2;2;1.0
1644;x * y;y * x;1;100;5;0;1.0
1645;x * y;y * x;1;100;5;1;1.0
1646;x * y;y * x;1;100;5;2;1.0
1647;x * y;y * x;1;100;50;0;1.0
1648;x * y;y * x;1;100;50;1;1.0
1649;x * y;y * x;1;100;50;2;1.0
1650;x * y;y * x;1;10000;0;0;1.0
1651;x * y;y * x;1;10000;0;1;1.0
1652;x * y;y * x;1;10000;0;2;1.0
1653;x * y;y * x;1;10000;1;0;1.0
1654;x * y;y * x;1;10000;1;1;1.0
1655;x * y;y * x;1;10000;1;2;1.0
1656;x * y;y * x;1;10000;2;0;1.0
1657;x * y;y * x;1;10000;2;1;1.0
1658;x * y;y * x;1;10000;2;2;1.0
1659;x * y;y * x;1;10000;5;0;1.0
1660;x * y;y * x;1;10000;5;1;1.0
1661;x * y;y * x;1;10000;5;2;1.0
1662;x * y;y * x;1;10000;50;0;1.0
1663;x * y;y * x;1;10000;50;1;1.0
1664;x * y;y * x;1;10000;50;2;1.0
1665;x * y;y * x;1;1000000;0;0;1.0
1666;x * y;y * x;1;1000000;0;1;1.0
1667;x * y;y * x;1;1000000;0;2;1.0
1668;x * y;y * x;1;1000000;1;0;1.0
1669;x * y;y * x;1;1000000;1;1;1.0
1670;x * y;y * x;1;1000000;1;2;1.0
1671;x * y;y * x;1;1000000;2;0;1.0
1672;x * y;y * x;1;1000000;2;1;1.0
1673;x * y;y * x;1;1000000;2;2;1.0
1674;x * y;y * x;1;1000000;5;0;1.0
1675;x * y;y * x;1;1000000;5;1;1.0
1676;x * y;y * x;1;1000000;5;2;1.0
1677;x * y;y * x;1;1000000;50;0;1.0
1678;x * y;y * x;1;1000000;50;1;1.0
1679;x * y;y * x;1;1000000;50;2;1.0
1680;x * y;y * x;10;1;0;0;1.0
1681;x * y;y * x;10;1;0;1;1.0
1682;x * y;y * x;10;1;0;2;1.0
1683;x * y;y * x;10;1;1;0;1.0
1684;x * y;y * x;10;1;1;1;1.0
1685;x * y;y * x;10;1;1;2;1.0
1686;x * y;y * x;10;1;2;0;1.0
1687;x * y;y * x;10;1;2;1;1.0
1688;x * y;y * x;10;1;2;2;1.0
1689;x * y;y * x;10;1;5;0;1.0
1690;x * y;y * x;10;1;5;1;1.0
1691;x * y;y * x;10;1;5;2;1.0
1692;x * y;y * x;10;1;50;0;1.0
1693;x * y;y * x;10;1;50;1;1.0
1694;x * y;y * x;10;1;50;2;1.0
1695;x * y;y * x;10;3;0;0;1.0
1696;x * y;y * x;10;3;0;1;1.0
1697;x * y;y * x;10;3;0;2;1.0
1698;x * y;y * x;10;3;1;0;1.0
1699;x * y;y * x;10;3;1;1;1.0
1700;x * y;y * x;10;3;1;2;1.0
1701;x * y;y * x;10;3;2;0;1.0
1702;x * y;y * x;10;3;2;1;1.0
1703;x * y;y * x;10;3;2;2;1.0
1704;x * y;y * x;10;3;5;0;1.0
1705;x * y;y * x;10;3;5;1;1.0
1706;x * y;y * x;10;3;5;2;1.0
1707;x * y;y * x;10;3;50;0;1.0
1708;x * y;y * x;10;3;50;1;1.0
1709;x * y;y * x;10;3;50;2;1.0
1710;x * y;y * x;10;5;0;0;1.0
1711;x * y;y * x;10;5;0;1;1.0
1712;x * y;y * x;10;5;0;2;1.0
1713;x * y;y * x;10;5;1;0;1.0
1714;x * y;y * x;10;5;1;1;1.0
1715;x * y;y * x;10;5;1;2;1.0
1716;x * y;y * x;10;5;2;0;1.0
1717;x * y;y * x;10;5;2;1;1.0
1718;x * y;y * x;10;5;2;2;1.0
1719;x * y;y * x;10;5;5;0;1.0
1720;x * y;y * x;10;5;5;1;1.0
1721;x * y;y * x;10;5;5;2;1.0
1722;x * y;y * x;10;5;50;0;1.0
1723;x * y;y * x;10;5;50;1;1.0
1724;x * y;y * x;10;5;50;2;1.0
1725;x * y;y * x;10;10;0;0;1.0
1726;x * y;y * x;10;10;0;1;1.0
1727;x * y;y * x;10;10;0;2;1.0
1728;x * y;y * x;10;10;1;0;1.0
1729;x * y;y * x;10;10;1;1;1.0
1730;x * y;y * x;10;10;1;2;1.0
1731;x * y;y * x;10;10;2;0;1.0
1732;x * y;y * x;10;10;2;1;1.0
1733;x * y;y * x;10;10;2;2;1.0
1734;x * y;y * x;10;10;5;0;1.0
1735;x * y;y * x;10;10;5;1;1.0
1736;x * y;y * x;10;10;5;2;1.0
1737;x * y;y * x;10;10;50;0;1.0
1738;x * y;y * x;10;10;50;1;1.0
1739;x * y;y * x;10;10;50;2;1.0
1740;x * y;y * x;10;100;0;0;1.0
1741;x * y;y * x;10;100;0;1;1.0
1742;x * y;y * x;10;100;0;2;1.0
1743;x * y;y * x;10;100;1;0;1.0
1744;x * y;y * x;10;100;1;1;1.0
1745;x * y;y * x;10;100;1;2;1.0
1746;x * y;y * x;10;100;2;0;1.0
1747;x * y;y * x;10;100;2;1;1.0
1748;x * y;y * x;10;100;2;2;1.0
1749;x * y;y * x;10;100;5;0;1.0
1750;x * y;y * x;10;100;5;1;1.0
1751;x * y;y * x;10;100;5;2;1.0
1752;x * y;y * x;10;100;50;0;1.0
1753;x * y;y * x;10;100;50;1;1.0
1754;x * y;y * x;10;100;50;2;1.0
1755;x * y;y * x;10;10000;0;0;1.0
1756;x * y;y * x;10;10000;0;1;1.0
1757;x * y;y * x;10;10000;0;2;1.0
1758;x * y;y * x;10;10000;1;0;1.0
1759;x * y;y * x;10;10000;1;1;1.0
1760;x * y;y * x;10;10000;1;2;1.0
1761;x * y;y * x;10;10000;2;0;1.0
1762;x * y;y * x;10;10000;2;1;1.0
1763;x * y;y * x;10;10000;2;2;1.0
1764;x * y;y * x;10;10000;5;0;1.0
1765;x * y;y * x;10;10000;5;1;1.0
1766;x * y;y * x;10;10000;5;2;1.0
1767;x * y;y * x;10;10000;50;0;1.0
1768;x * y;y * x;10;10000;50;1;1.0
1769;x * y;y * x;10;10000;50;2;1.0
1770;x * y;y * x;10;1000000;0;0;1.0
1771;x * y;y * x;10;1000000;0;1;1.0
1772;x * y;y * x;10;1000000;0;2;1.0
1773;x * y;y * x;10;1000000;1;0;1.0
1774;x * y;y * x;10;1000000;1;1;1.0
1775;x * y;y * x;10;1000000;1;2;1.0
1776;x * y;y * x;10;1000000;2;0;1.0
1777;x * y;y * x;10;1000000;2;1;1.0
1778;x * y;y * x;10;1000000;2;2;1.0
1779;x * y;y * x;10;1000000;5;0;1.0
1780;x * y;y * x;10;1000000;5;1;1.0
1781;x * y;y * x;10;1000000;5;2;1.0
1782;x * y;y * x;10;1000000;50;0;1.0
1783;x * y;y * x;10;1000000;50;1;1.0
1784;x * y;y * x;10;1000000;50;2;1.0
1785;x * y;y * x;100;1;0;0;1.0
1786;x * y;y * x;100;1;0;1;1.0
1787;x * y;y * x;100;1;0;2;1.0
1788;x * y;y * x;100;1;1;0;1.0
1789;x * y;y * x;100;1;1;1;1.0
1790;x * y;y * x;100;1;1;2;1.0
1791;x * y;y * x;100;1;2;0;1.0
1792;x * y;y * x;100;1;2;1;1.0
1793;x * y;y * x;100;1;2;2;1.0
1794;x * y;y * x;100;1;5;0;1.0
1795;x * y;y * x;100;1;5;1;1.0
1796;x * y;y * x;100;1;5;2;1.0
1797;x * y;y * x;100;1;50;0;1.0
1798;x * y;y * x;100;1;50;1;1.0
1799;x * y;y * x;100;1;50;2;1.0
1800;x * y;y * x;100;3;0;0;1.0
1801;x * y;y * x;100;3;0;1;1.0
1802;x * y;y * x;100;3;0;2;1.0
1803;x * y;y * x;100;3;1;0;1.0
1804;x * y;y * x;100;3;1;1;1.0
1805;x * y;y * x;100;3;1;2;1.0
1806;x * y;y * x;100;3;2;0;1.0
1807;x * y;y * x;100;3;2;1;1.0
1808;x * y;y * x;100;3;2;2;1.0
1809;x * y;y * x;100;3;5;0;1.0
1810;x * y;y * x;100;3;5;1;1.0
1811;x * y;y * x;100;3;5;2;1.0
1812;x * y;y * x;100;3;50;0;1.0
1813;x * y;y * x;100;3;50;1;1.0
1814;x * y;y * x;100;3;50;2;1.0
1815;x * y;y * x;100;5;0;0;1.0
1816;x * y;y * x;100;5;0;1;1.0
1817;x * y;y * x;100;5;0;2;1.0
1818;x * y;y * x;100;5;1;0;1.0
1819;x * y;y * x;100;5;1;1;1.0
1820;x * y;y * x;100;5;1;2;1.0
1821;x * y;y * x;100;5;2;0;1.0
1822;x * y;y * x;100;5;2;1;1.0
1823;x * y;y * x;100;5;2;2;1.0
1824;x * y;y * x;100;5;5;0;1.0
1825;x * y;y * x;100;5;5;1;1.0
1826;x * y;y * x;100;5;5;2;1.0
1827;x * y;y * x;100;5;50;0;1.0
1828;x * y;y * x;100;5;50;1;1.0
1829;x * y;y * x;100;5;50;2;1.0
1830;x * y;y * x;100;10;0;0;1.0
1831;x * y;y * x;100;10;0;1;1.0
1832;x * y;y * x;100;10;0;2;1.0
1833;x * y;y * x;100;10;1;0;1.0
1834;x * y;y * x;100;10;1;1;1.0
1835;x * y;y * x;100;10;1;2;1.0
1836;x * y;y * x;100;10;2;0;1.0
1837;x * y;y * x;100;10;2;1;1.0
1838;x * y;y * x;100;10;2;2;1.0
1839;x * y;y * x;100;10;5;0;1.0
1840;x * y;y * x;100;10;5;1;1.0
1841;x * y;y * x;100;10;5;2;1.0
1842;x * y;y * x;100;10;50;0;1.0
1843;x * y;y * x;100;10;50;1;1.0
1844;x * y;y * x;100;10;50;2;1.0
1845;x * y;y * x;100;100;0;0;1.0
1846;x * y;y * x;100;100;0;1;1.0
1847;x * y;y * x;100;100;0;2;1.0
1848;x * y;y * x;100;100;1;0;1.0
1849;x * y;y * x;100;100;1;1;1.0
1850;x * y;y * x;100;100;1;2;1.0
1851;x * y;y * x;100;100;2;0;1.0
1852;x * y;y * x;100;100;2;1;1.0
1853;x * y;y * x;100;100;2;2;1.0
1854;x * y;y * x;100;100;5;0;1.0
1855;x * y;y * x;100;100;5;1;1.0
1856;x * y;y * x;100;100;5;2;1.0
1857;x * y;y * x;100;100;50;0;1.0
